"BAD","LOAN","MORTDUE","VALUE","REASON","JOB","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC"
1.0,7500.0,18400.0,29375.0,"DebtCon","Other",6.0,1.0,0.0,147.1,0.0,9.0,
1.0,7500.0,63500.0,86125.0,"HomeImp","Other",5.0,0.0,0.0,136.1,0.0,8.0,
1.0,7500.0,33600.0,50125.0,"DebtCon","Other",2.0,0.0,0.0,146.93333333333334,0.0,18.0,
1.0,7500.0,57800.0,109600.0,"DebtCon","Mgr",4.0,0.0,1.0,124.13333333333334,1.0,18.0,
1.0,7500.0,,40150.0,"HomeImp","Other",5.0,0.0,0.0,,1.0,0.0,
1.0,7500.0,80440.0,72920.0,"HomeImp","Mgr",8.0,0.0,1.0,201.5,0.0,24.0,
1.0,7500.0,60000.0,87830.0,"HomeImp","Other",5.0,0.0,0.0,153.26666666666668,2.0,16.0,
1.0,7500.0,126000.0,151380.0,"HomeImp","ProfExe",18.0,0.0,2.0,75.66666666666667,1.0,13.0,
0.0,7500.0,40936.0,50900.0,"DebtCon",,10.0,1.0,0.0,115.6,1.0,26.0,
0.0,7500.0,,26850.0,"HomeImp","Office",20.0,0.0,0.0,185.63333333333333,1.0,16.0,
0.0,7500.0,49100.0,85650.0,"HomeImp","Other",18.0,0.0,0.0,178.3346666666667,0.0,29.0,
1.0,7500.0,,71799.0,"HomeImp","Mgr",4.0,0.0,3.0,177.5,0.0,22.0,
1.0,7500.0,39600.0,42000.0,"DebtCon","Self",1.0,0.0,0.0,47.7,1.0,15.0,
1.0,7500.0,42077.0,91676.0,"HomeImp","Office",5.5,1.0,4.0,344.9,1.0,30.0,
1.0,7500.0,42721.0,67000.0,"DebtCon","Other",15.0,1.0,3.0,126.76666666666667,2.0,23.0,
1.0,7500.0,,,"HomeImp","Other",20.0,,,157.32842275052295,0.0,20.0,
1.0,7500.0,12115.0,35910.0,"HomeImp","Office",13.0,3.0,6.0,234.9007508203366,0.0,24.0,24.66227667313175
0.0,7500.0,67778.0,83368.0,"DebtCon","ProfExe",15.0,0.0,0.0,227.29208975575594,0.0,17.0,24.091770363427592
0.0,7500.0,60192.0,76475.0,"DebtCon","ProfExe",8.0,0.0,0.0,60.50362520907265,2.0,24.0,39.280512379114754
0.0,7500.0,57213.0,92458.0,"HomeImp","Office",28.0,0.0,0.0,243.15711917300038,1.0,16.0,23.992353351270943
1.0,7500.0,50000.0,80000.0,"HomeImp","Other",9.0,,5.0,299.56666666666666,2.0,18.0,
0.0,7600.0,133475.0,203936.0,"DebtCon","ProfExe",1.0,0.0,0.0,87.45287008064278,2.0,23.0,37.0059678431535
0.0,7600.0,77518.0,83727.0,"DebtCon",,4.0,,,,,,22.655140285717852
0.0,7600.0,48829.0,62357.0,"DebtCon","Office",3.0,0.0,1.0,92.9413578161322,2.0,12.0,35.67227360932728
0.0,7600.0,58622.0,77726.0,"HomeImp","Other",15.0,0.0,0.0,249.63376067099574,2.0,36.0,34.882066439391146
0.0,7600.0,,28593.0,"HomeImp","Office",20.0,0.0,0.0,180.1689373242979,0.0,16.0,35.58340316895554
0.0,7600.0,49926.0,58588.0,"DebtCon",,5.0,,1.0,64.66010694822049,,16.0,35.05189677412244
0.0,7600.0,80900.0,99525.0,"DebtCon","ProfExe",2.0,0.0,0.0,135.64019634577818,0.0,26.0,34.777089424863036
0.0,7600.0,,40341.0,"HomeImp","Other",3.0,0.0,0.0,265.0204753569526,1.0,25.0,43.300105311968416
0.0,7700.0,14776.0,32287.0,,,,,,,,,34.88046231794658
0.0,7700.0,32243.0,36369.0,"HomeImp","ProfExe",12.0,0.0,0.0,180.41578672638963,0.0,13.0,21.720818380229556
0.0,7700.0,53377.0,86018.0,"HomeImp","Other",16.0,0.0,0.0,187.19401123278163,0.0,28.0,24.217658483464113
0.0,7700.0,56622.0,70136.0,"DebtCon","Mgr",7.0,,4.0,120.7645091962738,1.0,11.0,38.132345765913996
0.0,7700.0,35100.0,45000.0,"DebtCon","Office",10.0,0.0,0.0,206.96666666666667,1.0,23.0,
0.0,7700.0,,67350.0,,,,,,,,,
0.0,7700.0,70451.0,81862.0,"DebtCon","Sales",3.0,0.0,0.0,141.2686710881794,0.0,31.0,31.68194301950836
0.0,7700.0,20887.0,26958.0,"DebtCon","Other",0.0,0.0,0.0,17.460749902773752,10.0,6.0,30.233504741589307
1.0,7700.0,14589.0,33100.0,"DebtCon","Other",3.0,0.0,7.0,122.06666666666666,0.0,22.0,
0.0,7700.0,76056.0,83643.0,"HomeImp","Other",22.0,0.0,0.0,353.19562851413025,0.0,47.0,28.54452886712017
0.0,7700.0,,68131.0,"HomeImp","Office",1.0,0.0,0.0,56.60990628796006,0.0,3.0,40.49982044492374
0.0,7700.0,51045.0,91068.0,"HomeImp","Other",20.0,0.0,0.0,179.24093556856369,0.0,28.0,27.23109396970882
0.0,7800.0,44000.0,57500.0,"DebtCon","Other",11.0,0.0,0.0,95.36666666666666,0.0,23.0,
1.0,7800.0,,11702.0,"HomeImp","Other",0.0,0.0,0.0,44.6295915741876,2.0,7.0,21.271785371006366
0.0,7800.0,58399.0,65945.0,"DebtCon","Other",1.0,0.0,1.0,106.63134156025302,2.0,18.0,37.02476443983371
0.0,7800.0,42802.0,52422.0,"HomeImp","Office",8.0,,,193.08145290320417,,18.0,26.49587929200655
0.0,7800.0,58364.0,66688.0,"DebtCon","Other",3.0,0.0,2.0,114.51215795979302,3.0,18.0,37.929273869143465
0.0,7800.0,64503.0,85608.0,"HomeImp","Other",12.0,0.0,0.0,235.48537719546184,0.0,35.0,34.4232488472868
0.0,7800.0,69662.0,80498.0,"HomeImp","Other",4.0,0.0,0.0,100.42833098045534,0.0,14.0,42.80734195296063
0.0,7800.0,45391.0,61743.0,"DebtCon","Other",12.0,0.0,0.0,105.08759383560712,0.0,22.0,36.70541274003005
0.0,7800.0,48200.0,59000.0,"DebtCon","Other",23.0,0.0,0.0,274.96666666666664,3.0,29.0,
0.0,7800.0,55000.0,62800.0,"HomeImp","Other",6.0,0.0,0.0,123.03333333333333,0.0,34.0,
0.0,7800.0,38506.0,50309.0,"DebtCon","Other",11.0,0.0,0.0,231.00119549605432,0.0,32.0,35.90611584603606
0.0,7800.0,55394.0,63567.0,"DebtCon","Other",23.0,0.0,0.0,262.01435764561506,2.0,29.0,38.983938486182105
0.0,7800.0,,30320.0,"DebtCon","Other",2.0,0.0,0.0,295.1134206722015,0.0,13.0,23.245673006403106
0.0,7800.0,109000.0,123500.0,"DebtCon","Self",6.0,0.0,1.0,174.46666666666667,0.0,19.0,
0.0,7800.0,53243.0,95065.0,"HomeImp","ProfExe",7.0,0.0,0.0,220.802444264302,2.0,24.0,31.827626823460513
1.0,7900.0,67222.0,75189.0,"HomeImp","Other",4.0,0.0,0.0,95.67687269116837,0.0,23.0,36.97971203031471
0.0,7900.0,44682.0,57285.0,"DebtCon",,7.0,1.0,0.0,110.0718568934154,1.0,25.0,25.409016713350553
0.0,7900.0,44690.0,45841.0,"DebtCon","Office",10.0,0.0,0.0,185.6215923123604,0.0,22.0,32.2857240888503
1.0,7900.0,126919.0,166566.0,"HomeImp","Mgr",10.0,,,,,,
0.0,7900.0,40827.0,55757.0,"DebtCon","Other",14.0,0.0,0.0,87.60346243891367,0.0,11.0,31.85056390259907
0.0,7900.0,,31602.0,"HomeImp","Office",20.0,0.0,0.0,192.12110809931693,0.0,15.0,35.586051528121374
0.0,7900.0,,67081.0,"HomeImp","Office",1.0,0.0,0.0,59.081541425297964,0.0,4.0,41.07787821674155
0.0,7900.0,,71519.0,"HomeImp","Office",0.0,0.0,0.0,55.87386021481464,0.0,4.0,38.37509129489078
0.0,7900.0,77221.0,95316.0,"DebtCon","ProfExe",4.0,0.0,0.0,116.30949336468996,0.0,25.0,35.42979657909823
0.0,7900.0,,35422.0,"HomeImp","Office",19.0,0.0,0.0,184.39002922745618,0.0,15.0,37.83671487298641
0.0,7900.0,42400.0,53000.0,"DebtCon","Other",2.0,0.0,1.0,95.36666666666666,0.0,20.0,
1.0,7900.0,55383.0,70020.0,"DebtCon","Other",12.0,2.0,0.0,80.77894150250562,10.0,8.0,44.85897732420311
0.0,7900.0,,37125.0,"HomeImp","Other",,,,285.1110151061809,,12.0,29.4135497637389
0.0,7900.0,78532.0,122952.0,"HomeImp","Office",29.0,0.0,0.0,332.64504738284916,1.0,37.0,35.31155262763684
0.0,7900.0,,75462.0,,,,,,,,,23.34502167491942
0.0,7900.0,41935.0,53543.0,"DebtCon","Office",8.0,0.0,0.0,203.54460996891115,1.0,22.0,31.49168679483779
0.0,8000.0,53000.0,65960.0,"HomeImp","Other",7.5,0.0,0.0,132.56666666666666,0.0,17.0,
0.0,8000.0,49232.0,61221.0,"DebtCon","Other",23.0,0.0,0.0,258.19457766513574,3.0,29.0,41.246612634498916
0.0,8000.0,45557.0,56235.0,"DebtCon",,7.0,,1.0,84.69113488170385,,16.0,36.50316075201293
0.0,8000.0,61565.0,87624.0,"DebtCon","ProfExe",14.0,0.0,0.0,203.9971363982443,0.0,17.0,23.562565007387924
0.0,8000.0,82547.0,105361.0,"DebtCon","ProfExe",24.0,0.0,0.0,52.593264119812794,2.0,13.0,32.160922591649424
0.0,8000.0,70546.0,81272.0,"DebtCon","Sales",4.0,0.0,0.0,119.0669220382215,0.0,31.0,33.36158630109466
0.0,8000.0,177683.0,251771.0,"DebtCon","Sales",,0.0,0.0,138.5116008709568,0.0,22.0,39.73544882403009
0.0,8000.0,75690.0,96517.0,"DebtCon","ProfExe",1.0,,,,,,27.336157387279048
1.0,8000.0,49685.0,81020.0,"HomeImp","Other",2.0,0.0,3.0,129.3624658972789,0.0,15.0,47.00097521512349
1.0,8000.0,28000.0,41950.0,"DebtCon","Office",2.0,0.0,0.0,103.4,1.0,20.0,
1.0,8000.0,47823.0,63000.0,"DebtCon","Other",5.0,0.0,0.0,53.666666666666664,2.0,18.0,
1.0,8000.0,61000.0,90450.0,"HomeImp","Other",4.0,2.0,1.0,139.86666666666667,0.0,9.0,
1.0,8000.0,58000.0,73750.0,"DebtCon","Mgr",22.0,0.0,4.0,221.43333333333334,1.0,20.0,
1.0,8000.0,33000.0,38500.0,"HomeImp","Other",2.0,0.0,0.0,,0.0,0.0,
1.0,8000.0,33689.3,48000.0,"DebtCon","Other",3.0,0.0,0.0,103.73333333333333,0.0,13.0,
1.0,8000.0,47306.0,68350.0,"HomeImp","Other",9.0,0.0,0.0,82.63333333333334,0.0,20.0,
0.0,8000.0,45000.0,56100.0,"HomeImp","Other",9.9,0.0,0.0,92.3,3.0,34.0,
0.0,8000.0,69341.0,86900.0,"DebtCon","Office",15.0,0.0,1.0,89.26666666666667,0.0,9.0,
0.0,8000.0,70917.0,83500.0,"DebtCon","Mgr",8.0,0.0,0.0,107.5,0.0,23.0,
0.0,8000.0,,34226.0,"HomeImp","Other",,,1.0,75.36666666666666,1.0,10.0,
0.0,8000.0,78720.0,86800.0,"DebtCon","Other",0.1,4.0,0.0,,0.0,4.0,
0.0,8000.0,38758.0,46466.26,"HomeImp","Mgr",21.0,1.0,1.0,229.3,1.0,18.0,
0.0,8000.0,79200.0,116500.0,"HomeImp","Other",8.0,,,,,,
0.0,8000.0,63700.0,79754.0,"DebtCon",,3.8,0.0,0.0,208.0,0.0,16.0,
0.0,8000.0,41000.0,54000.0,"DebtCon","Mgr",4.0,0.0,0.0,189.7,1.0,22.0,
0.0,8000.0,76600.0,96000.0,"DebtCon","Mgr",2.0,0.0,0.0,73.03333333333333,2.0,24.0,
0.0,8000.0,65000.0,93600.0,"DebtCon","Other",16.0,,,140.06666666666666,4.0,16.0,
0.0,8000.0,49000.0,60000.0,"DebtCon","Mgr",11.0,0.0,0.0,107.53333333333333,1.0,19.0,
1.0,8000.0,37871.0,,"HomeImp","ProfExe",15.0,6.0,2.0,179.63333333333333,0.0,30.0,
1.0,8000.0,4500.0,,"DebtCon","Other",1.0,3.0,2.0,102.43333333333334,6.0,15.0,
1.0,8000.0,63152.0,,"DebtCon","Other",9.0,1.0,1.0,132.9,1.0,26.0,
1.0,8000.0,21944.0,31352.0,"DebtCon","Other",0.0,1.0,1.0,33.43333333333333,9.0,3.0,
1.0,8000.0,86804.0,113000.0,"DebtCon","Other",7.0,1.0,3.0,145.16666666666666,1.0,20.0,
1.0,8000.0,36000.0,115800.0,"DebtCon","Other",,0.0,0.0,168.23333333333332,3.0,30.0,
1.0,8000.0,32100.0,36739.0,"HomeImp","Other",4.0,0.0,0.0,79.45884505284171,2.0,8.0,31.276715679153202
0.0,8000.0,47154.0,65458.0,"DebtCon","Office",2.0,0.0,0.0,99.99378982452446,3.0,12.0,38.873711303907314
1.0,8000.0,92487.0,113947.0,"DebtCon","Other",8.0,0.0,3.0,151.81738871788465,0.0,19.0,26.457524449176866
0.0,8000.0,84282.0,121045.0,"HomeImp","Office",28.0,0.0,0.0,330.1748556368344,1.0,37.0,35.362686394431016
0.0,8000.0,57361.0,71167.0,"HomeImp","Mgr",2.0,0.0,1.0,130.767034954033,0.0,22.0,29.381985444506626
0.0,8000.0,80817.0,89515.0,"DebtCon","Other",0.0,3.0,0.0,,0.0,4.0,29.63890141858668
0.0,8000.0,,49000.0,"HomeImp","Other",11.0,1.0,0.0,310.4,2.0,13.0,
0.0,8000.0,84730.0,123455.0,"HomeImp","Other",9.0,,,,,,40.032649334237284
0.0,8000.0,58006.0,94930.0,"HomeImp","ProfExe",4.0,0.0,0.0,223.20298954436595,2.0,24.0,30.913395837467814
0.0,8000.0,,68572.0,"HomeImp","Office",1.0,0.0,0.0,53.935137714304204,0.0,4.0,37.703911498940506
0.0,8100.0,43553.0,88242.0,"DebtCon",,2.0,0.0,0.0,207.94046871877163,4.0,30.0,31.329651718181395
0.0,8100.0,78508.0,200133.0,"HomeImp","Self",14.0,0.0,0.0,9.1,,8.0,
0.0,8100.0,48781.0,50434.0,"HomeImp","Other",5.0,0.0,0.0,75.63504768405232,0.0,18.0,24.545192137232608
0.0,8100.0,84822.0,123854.0,"HomeImp","Office",31.0,0.0,0.0,340.744430698841,2.0,38.0,36.20511455192935
0.0,8100.0,53863.0,74705.0,"DebtCon","Other",0.0,0.0,0.0,66.29457039053976,8.0,21.0,26.046469422479376
0.0,8100.0,78977.0,91995.0,"DebtCon","Mgr",19.0,0.0,0.0,296.74709478534146,1.0,23.0,38.820940293320895
0.0,8100.0,81322.0,97823.0,"DebtCon","ProfExe",3.0,0.0,0.0,118.46850599291584,0.0,25.0,32.71677759050707
0.0,8100.0,46380.0,58745.0,"HomeImp","Other",7.0,0.0,0.0,78.36008763530191,0.0,18.0,22.375341166535087
0.0,8100.0,66546.0,84943.0,"DebtCon",,3.0,0.0,0.0,225.69098929709574,0.0,15.0,30.398005094713533
0.0,8100.0,54841.0,71400.0,"DebtCon","Office",6.0,0.0,0.0,89.23333333333333,2.0,15.0,
0.0,8100.0,66691.0,82768.0,"DebtCon",,4.0,0.0,0.0,184.19341758455928,0.0,15.0,32.39650948658423
1.0,8100.0,19772.0,39431.0,"DebtCon","Other",0.0,0.0,1.0,82.33528777492792,1.0,12.0,20.34246772237237
0.0,8100.0,13179.0,32981.0,,,,,,,,,31.742249283628652
0.0,8100.0,69047.0,82113.0,"DebtCon","Sales",3.0,0.0,0.0,121.41114886250828,0.0,30.0,35.073918356864674
0.0,8100.0,26886.0,36527.0,"HomeImp","ProfExe",12.0,0.0,0.0,188.41982641398403,0.0,13.0,24.865567184922085
0.0,8100.0,,56386.0,"HomeImp","Other",11.0,1.0,0.0,294.60276683437866,2.0,12.0,32.385956174408065
1.0,8100.0,28523.0,39816.0,"DebtCon","Other",5.0,0.0,0.0,130.64393327935628,0.0,16.0,37.39352641597089
0.0,8100.0,28187.0,32584.0,"DebtCon","Other",0.0,1.0,0.0,27.048834711656784,10.0,7.0,29.28795683074182
0.0,8100.0,50373.0,65865.0,"DebtCon","Office",5.0,0.0,0.0,99.59816994789885,2.0,11.0,38.910150834475715
0.0,8200.0,10909.0,37286.0,"DebtCon","Other",3.0,0.0,0.0,268.2546016526518,0.0,12.0,22.232952814122175
0.0,8200.0,39175.0,55848.0,"HomeImp","Office",10.0,,,161.66158224964747,,18.0,24.200111437900976
0.0,8200.0,,50061.0,"HomeImp","Other",10.0,0.0,0.0,296.90163860173936,1.0,13.0,33.63213651749871
0.0,8200.0,101230.0,120087.0,"HomeImp","Other",9.0,,,419.2729654873393,1.0,49.0,40.5582714938504
0.0,8200.0,62603.0,86782.0,"DebtCon","ProfExe",15.0,0.0,0.0,219.56581250534126,0.0,18.0,24.63662135013222
0.0,8200.0,117314.0,132770.0,"DebtCon","Self",4.0,0.0,1.0,176.33454149188202,0.0,19.0,34.55205243027399
0.0,8200.0,64006.0,80409.0,"HomeImp","Other",15.0,0.0,0.0,235.36324945299506,0.0,36.0,35.636720346192234
0.0,8200.0,,49362.0,,,,,,,,,11.769692150885096
0.0,8200.0,171456.0,246758.0,"DebtCon","Sales",,0.0,0.0,138.1548181672274,0.0,21.0,40.337860757553884
0.0,8200.0,72986.0,87621.0,"DebtCon","Office",14.0,0.0,1.0,86.54572701675923,0.0,9.0,24.69743042252838
0.0,8200.0,172497.0,249071.0,"DebtCon","Sales",,0.0,0.0,114.98197436465375,0.0,21.0,41.098025151019925
0.0,8200.0,51730.0,59025.0,"DebtCon","Other",16.0,0.0,3.0,220.81329019234022,0.0,37.0,24.380092653897634
0.0,8200.0,58536.0,66546.0,"DebtCon","Other",1.0,0.0,2.0,118.39735836991885,2.0,17.0,34.7116495497905
0.0,8200.0,68013.0,77008.0,"DebtCon","ProfExe",8.0,0.0,0.0,49.14692229793346,1.0,23.0,40.792589703911254
1.0,8200.0,47700.0,60000.0,"DebtCon","Other",0.1,0.0,0.0,,0.0,0.0,
0.0,8200.0,76268.0,89166.0,"HomeImp","Other",23.0,0.0,0.0,341.85534720278747,1.0,46.0,29.86957664384021
0.0,8200.0,,38648.0,"HomeImp","Other",,,,302.5301822302579,,10.0,30.44537563076959
0.0,8200.0,120837.0,176244.0,"DebtCon","Other",8.0,0.0,0.0,196.7241605404972,0.0,20.0,34.74574315183132
0.0,8200.0,61821.0,64832.0,"HomeImp","Other",5.0,0.0,0.0,123.28602488934689,0.0,34.0,35.87534398617006
0.0,8200.0,66254.0,74994.0,"DebtCon","ProfExe",7.0,0.0,0.0,60.38486251734405,1.0,24.0,39.72610514036198
0.0,8200.0,,49331.0,"HomeImp","Other",9.0,0.0,0.0,305.88808215021214,2.0,12.0,33.718613864257286
0.0,8200.0,67489.0,80145.0,"HomeImp","Other",2.0,0.0,0.0,104.39650664415625,0.0,7.0,36.91231087549231
1.0,8200.0,87979.0,94854.0,"HomeImp","ProfExe",10.0,0.0,0.0,108.47902378242192,3.0,19.0,41.270682596676366
0.0,8200.0,80989.0,105080.0,"DebtCon","Mgr",1.0,0.0,0.0,81.35479529701004,1.0,24.0,38.475770500244465
0.0,8200.0,135929.0,200275.0,"DebtCon","ProfExe",0.0,0.0,0.0,69.61717488242476,1.0,23.0,37.805432648577465
0.0,8200.0,75870.0,97922.0,"DebtCon","ProfExe",0.0,,,,,,27.2763649189269
0.0,8200.0,48515.0,59240.0,"DebtCon","Other",17.0,0.0,4.0,214.14450965621927,0.0,36.0,27.459144233748848
0.0,8200.0,79751.0,125413.0,"HomeImp","Other",7.0,,,,,,41.98555729228331
0.0,8200.0,,33540.0,"HomeImp","Office",21.0,0.0,0.0,178.68792754069156,0.0,15.0,36.60169885612172
0.0,8200.0,13392.0,34254.0,"DebtCon","Other",3.0,0.0,0.0,267.9186415566291,0.0,11.0,21.929990488467734
1.0,8300.0,82000.0,111000.0,"DebtCon","Other",6.0,2.0,2.0,214.1,2.0,12.0,
0.0,8300.0,57503.0,72704.0,"DebtCon",,18.0,0.0,0.0,156.5937075459044,0.0,11.0,33.33711875591759
0.0,8300.0,61213.0,65798.0,"HomeImp","Other",6.0,0.0,0.0,86.29651575801977,2.0,20.0,41.42687223220564
0.0,8300.0,41481.0,50448.0,"HomeImp","Mgr",20.0,0.0,1.0,230.8488634524505,1.0,18.0,35.88829101044139
0.0,8300.0,14601.0,66143.0,"HomeImp","Office",24.0,0.0,0.0,320.2348822098347,1.0,12.0,40.01507056760838
0.0,8300.0,51783.0,57839.0,"DebtCon","Other",3.0,0.0,0.0,96.17667314385497,0.0,20.0,36.21035133191401
0.0,8300.0,47000.0,78320.0,"HomeImp","Other",18.0,0.0,0.0,195.83333333333334,1.0,17.0,
0.0,8300.0,59761.0,75081.0,"DebtCon",,17.0,0.0,0.0,147.94164245185036,1.0,11.0,31.95922723523771
1.0,8300.0,,47244.0,"HomeImp","Other",6.0,,,,,,
0.0,8300.0,,41438.0,"HomeImp","Other",,,,302.85663285612594,,12.0,30.104071436428498
0.0,8300.0,178745.0,251935.0,"DebtCon","Sales",,0.0,0.0,130.73091079650368,0.0,22.0,42.35805988226461
0.0,8300.0,67715.0,86945.0,"DebtCon","ProfExe",14.0,0.0,0.0,221.4749248121386,0.0,17.0,25.19429721121411
0.0,8300.0,44783.0,63424.0,"HomeImp","Other",2.0,0.0,,97.90083620469728,,12.0,36.58786980068212
0.0,8300.0,45842.0,50006.0,"DebtCon","Other",16.0,0.0,0.0,90.65307012565184,0.0,12.0,31.36082194555589
0.0,8300.0,101150.0,115215.0,"HomeImp","Office",23.0,0.0,0.0,130.2563294267207,0.0,12.0,36.50599948034901
0.0,8300.0,67839.0,76502.0,"DebtCon","ProfExe",9.0,0.0,0.0,58.560174005019746,3.0,24.0,38.9742935294771
0.0,8300.0,35343.0,51986.0,"DebtCon","Other",10.0,0.0,0.0,242.8189669454976,1.0,31.0,37.966606015626624
0.0,8300.0,54039.0,89301.0,"HomeImp","Other",18.0,0.0,0.0,173.19132241595688,0.0,28.0,26.26681575185471
0.0,8300.0,71922.0,117151.0,"DebtCon","Office",2.0,0.0,0.0,246.9347581879158,1.0,37.0,18.156826623574283
1.0,8300.0,10000.0,63775.0,"HomeImp","Other",0.0,0.0,0.0,200.86666666666667,0.0,14.0,
0.0,8400.0,75912.0,95329.0,"DebtCon","Mgr",18.0,0.0,1.0,294.1642246220982,0.0,24.0,38.64180454412094
0.0,8400.0,39677.0,54707.0,"DebtCon","Office",10.0,0.0,0.0,203.242965315575,1.0,23.0,31.217709755328347
0.0,8400.0,53841.0,64284.0,"DebtCon","Other",15.0,0.0,3.0,206.35456435783973,0.0,36.0,26.05485371157753
0.0,8400.0,39991.0,58511.0,"HomeImp","Office",10.0,,,176.99611173716787,,19.0,24.29863608291775
0.0,8400.0,82597.0,83858.0,"HomeImp","Other",25.0,0.0,0.0,350.5681361709763,1.0,47.0,28.910757140429112
0.0,8400.0,82972.0,121796.0,"HomeImp","Other",7.0,,,,,,41.44562356770301
0.0,8400.0,17479.0,66894.0,"HomeImp","Office",23.0,0.0,0.0,326.34280468257265,1.0,13.0,40.58857606634432
0.0,8400.0,62989.0,76718.0,"HomeImp","Mgr",3.0,0.0,2.0,131.47138261057415,0.0,22.0,29.20040033928603
0.0,8400.0,43589.0,49950.0,"DebtCon","Office",9.0,0.0,0.0,202.7045403692386,0.0,23.0,33.592318941816835
0.0,8400.0,62583.0,77481.0,"DebtCon","Office",6.0,0.0,0.0,98.67270508855047,2.0,15.0,26.308380328965548
0.0,8400.0,41656.0,51846.0,"HomeImp","Office",10.0,,,190.01750256175674,,19.0,25.768965032994267
0.0,8400.0,77144.0,91532.0,"DebtCon","Mgr",19.0,0.0,1.0,311.7571824275614,1.0,24.0,40.91273699420632
0.0,8400.0,80490.0,93028.0,"DebtCon","ProfExe",0.0,,,,,,29.473761481453554
0.0,8400.0,60995.0,78444.0,"HomeImp","Mgr",4.0,0.0,1.0,123.73851660357776,0.0,23.0,26.93270760094873
1.0,8400.0,31800.0,72000.0,"DebtCon","Self",,0.0,2.0,187.26666666666668,1.0,21.0,
0.0,8400.0,43900.0,55000.0,"DebtCon","Office",1.0,0.0,0.0,169.43333333333334,1.0,21.0,
1.0,8400.0,44800.0,56000.0,"DebtCon","Other",0.0,1.0,5.0,314.5,4.0,42.0,
0.0,8400.0,30146.0,39326.0,"HomeImp","ProfExe",11.0,0.0,0.0,183.09274952676608,0.0,12.0,23.097201882906816
0.0,8400.0,84666.0,123613.0,"HomeImp","Other",8.0,,,,,,39.65832004650418
0.0,8400.0,,39106.0,"HomeImp","Other",,,1.0,80.07533919368208,0.0,10.0,35.68350220153272
0.0,8400.0,35240.0,54314.0,"DebtCon","Office",8.0,0.0,0.0,210.58001479183477,1.0,22.0,32.57186729131819
0.0,8400.0,57103.0,78079.0,"DebtCon","Other",0.0,0.0,0.0,56.30976478962114,8.0,21.0,23.521188256508292
0.0,8400.0,78089.0,90660.0,"DebtCon","Mgr",9.0,0.0,0.0,118.63539467135747,0.0,22.0,27.093041119935478
0.0,8400.0,77916.0,93589.0,"DebtCon","ProfExe",0.0,,,,,,27.87387062463624
1.0,8400.0,48032.0,95213.0,"HomeImp","Office",5.0,1.0,4.0,326.679590490122,0.0,30.0,38.19168173583303
0.0,8400.0,57694.0,70782.0,"HomeImp","Other",4.0,0.0,0.0,125.71032467316618,0.0,34.0,37.62278554515112
0.0,8400.0,85136.0,125912.0,"HomeImp","Other",9.0,,,,,,40.715178040822586
0.0,8400.0,102894.0,117799.0,"HomeImp","Other",9.0,,,420.0981644377253,1.0,49.0,39.633190087630965
1.0,8400.0,32000.0,49000.0,"HomeImp","Mgr",12.6,0.0,3.0,41.3,2.0,18.0,
1.0,8400.0,37256.0,45956.0,"DebtCon","Other",1.0,0.0,0.0,214.44323000060825,1.0,6.0,31.245248509755008
0.0,8500.0,83157.0,202962.0,"HomeImp","Self",14.0,0.0,0.0,13.682764009671311,,8.0,21.297339233196034
0.0,8500.0,,42980.0,"HomeImp","Other",,,1.0,76.01075257263022,0.0,9.0,37.659668201180025
0.0,8500.0,73752.0,87931.0,"DebtCon","Mgr",21.0,1.0,1.0,291.6203784424926,0.0,24.0,39.00314062837192
0.0,8500.0,41210.0,45175.0,"DebtCon","Office",9.0,0.0,0.0,209.49409471871846,1.0,22.0,29.96408197950762
0.0,8500.0,,32907.0,"HomeImp","Office",18.0,0.0,0.0,169.9453877270998,1.0,15.0,35.31271047762256
1.0,8500.0,30077.0,42770.0,"DebtCon","Office",0.25,0.0,0.0,89.26666666666667,0.0,10.0,
0.0,8500.0,54000.0,62533.0,"DebtCon","Other",4.0,0.0,1.0,313.46666666666664,0.0,10.0,
0.0,8500.0,55100.0,66900.0,"DebtCon","ProfExe",15.0,0.0,0.0,229.26666666666668,4.0,32.0,
1.0,8500.0,48961.0,73550.0,"HomeImp","Other",11.0,6.0,1.0,145.1,4.0,11.0,
1.0,8500.0,18240.0,40200.0,"HomeImp","Other",1.0,0.0,1.0,306.4,0.0,12.0,
0.0,8500.0,64665.0,72376.0,"HomeImp","Other",4.0,0.0,0.0,70.93488077194112,3.0,20.0,40.30904122503895
0.0,8500.0,50031.0,57276.0,"DebtCon","Office",0.0,0.0,0.0,171.21281472637318,0.0,21.0,35.15870257059983
0.0,8500.0,61607.0,81126.0,"HomeImp","Other",16.0,0.0,0.0,222.21119026471973,1.0,35.0,34.729698093090995
0.0,8500.0,49266.0,64461.0,"DebtCon","Other",22.0,0.0,0.0,264.4080231443988,3.0,29.0,37.97675792160759
0.0,8500.0,50569.0,60940.0,"DebtCon","Mgr",6.0,0.0,0.0,189.9468977193954,0.0,22.0,29.20247673521865
0.0,8500.0,,27873.0,"HomeImp","Office",21.0,0.0,0.0,190.06187014701874,0.0,15.0,38.3754060977676
0.0,8500.0,78346.0,82226.0,"HomeImp","Other",22.0,0.0,0.0,320.34954262110494,1.0,47.0,30.19939952327842
